epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.052,0.73631,0.50763,0.88564,0.88644,0.78908,0.90566,0.72725,0.78372,0.71211,0.92144,0.000462724,0.000462724,0.000462724
2,38.9026,0.63697,0.40042,0.86193,0.9285,0.94693,0.95982,0.78855,0.67374,0.41513,0.88234,0.00084609,0.00084609,0.00084609
3,51.1056,0.62573,0.39192,0.83814,0.94645,0.95413,0.95739,0.80596,0.65354,0.41895,0.8778,0.00113514,0.00113514,0.00113514
4,63.0715,0.6075,0.38708,0.8473,0.94144,0.9567,0.95428,0.80587,0.63023,0.42561,0.86947,0.00100459,0.00100459,0.00100459
5,74.767,0.60492,0.36801,0.83801,0.95193,0.95372,0.96238,0.81298,0.62242,0.39385,0.86718,0.000863116,0.000863116,0.000863116
6,86.3993,0.59426,0.36812,0.83368,0.93792,0.95622,0.96093,0.81642,0.61593,0.38627,0.86402,0.000721645,0.000721645,0.000721645
7,98.3588,0.58219,0.36214,0.84451,0.93039,0.9424,0.95602,0.82363,0.59641,0.3917,0.85716,0.000580174,0.000580174,0.000580174
8,110.322,0.57215,0.3591,0.83819,0.94055,0.9485,0.95964,0.82285,0.57792,0.36529,0.85098,0.000438703,0.000438703,0.000438703
9,121.844,0.56758,0.34626,0.82849,0.95268,0.95099,0.96622,0.82998,0.57751,0.36587,0.8492,0.000297232,0.000297232,0.000297232
10,133.867,0.56561,0.34135,0.83733,0.94048,0.95397,0.96369,0.83567,0.56321,0.36102,0.8501,0.000155761,0.000155761,0.000155761
