epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,40.0187,1.58232,2.18469,1.31066,0,0,0,0,3.58779,4.89032,2.18125,0.000462724,0.000462724,0.000462724
2,48.8566,0.92113,0.68091,0.9572,0.82818,0.82099,0.91236,0.69888,0.87069,0.85649,0.93144,0.00084609,0.00084609,0.00084609
3,57.205,0.82459,0.6081,0.90267,0.9084,0.93186,0.95092,0.75105,0.74487,0.56997,0.88317,0.00113514,0.00113514,0.00113514
4,65.2778,0.7823,0.55923,0.90032,0.88622,0.92129,0.95657,0.75511,0.73101,0.61318,0.87841,0.00100459,0.00100459,0.00100459
5,73.5301,0.73176,0.51802,0.88459,0.94586,0.96426,0.96575,0.76409,0.71044,0.47623,0.86782,0.000863116,0.000863116,0.000863116
6,81.6601,0.68451,0.49257,0.86516,0.90373,0.96438,0.96027,0.78177,0.68778,0.47081,0.87094,0.000721645,0.000721645,0.000721645
7,90.1138,0.66044,0.44606,0.85935,0.88887,0.94539,0.96721,0.80685,0.65119,0.50159,0.86154,0.000580174,0.000580174,0.000580174
8,98.0282,0.63896,0.43952,0.85261,0.93933,0.96824,0.96917,0.81439,0.60139,0.39919,0.85285,0.000438703,0.000438703,0.000438703
9,105.498,0.62766,0.4249,0.85848,0.93904,0.9681,0.97263,0.82546,0.58687,0.3934,0.8462,0.000297232,0.000297232,0.000297232
10,112.964,0.59088,0.38895,0.84108,0.9295,0.97361,0.97222,0.82604,0.5783,0.37373,0.84514,0.000155761,0.000155761,0.000155761
