epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.2811,0.67906,0.44549,0.89152,0.78385,0.69553,0.84557,0.70881,0.72399,1.29163,0.89473,0.000462724,0.000462724,0.000462724
2,18.0486,0.56984,0.36926,0.85596,0.93718,0.93878,0.9706,0.83698,0.57024,0.3907,0.84294,0.000920464,0.000920464,0.000920464
3,28.5247,0.5837,0.38009,0.86685,0.94258,0.94577,0.97486,0.84035,0.58269,0.38713,0.84884,0.00135934,0.00135934,0.00135934
4,38.9427,0.5829,0.38496,0.85655,0.95343,0.95123,0.97674,0.83794,0.57196,0.38567,0.84593,0.00134412,0.00134412,0.00134412
5,50.8258,0.58595,0.39329,0.86324,0.94363,0.95707,0.9709,0.84223,0.56768,0.39231,0.84299,0.00131582,0.00131582,0.00131582
6,62.6575,0.58298,0.39269,0.86343,0.92087,0.96935,0.9775,0.84827,0.58178,0.41149,0.84547,0.00128753,0.00128753,0.00128753
7,74.5175,0.55665,0.36598,0.85892,0.94275,0.97447,0.97826,0.8438,0.5579,0.37555,0.84692,0.00125923,0.00125923,0.00125923
8,86.5607,0.55929,0.3676,0.84967,0.95344,0.96761,0.98021,0.85687,0.53927,0.35563,0.83447,0.00123094,0.00123094,0.00123094
9,98.664,0.55811,0.37066,0.86526,0.9434,0.97342,0.97413,0.84623,0.54925,0.36182,0.8386,0.00120265,0.00120265,0.00120265
10,110.067,0.53807,0.35571,0.84136,0.9618,0.96549,0.98353,0.8361,0.55889,0.3425,0.83814,0.00117435,0.00117435,0.00117435
11,122.26,0.53337,0.34645,0.84814,0.93771,0.97879,0.97755,0.84535,0.55444,0.35344,0.83931,0.00114606,0.00114606,0.00114606
12,133.795,0.55507,0.36359,0.85454,0.93797,0.98103,0.97533,0.83458,0.58168,0.35537,0.84668,0.00111776,0.00111776,0.00111776
13,145.93,0.54279,0.35238,0.8574,0.94387,0.98872,0.97972,0.85617,0.55063,0.33642,0.84011,0.00108947,0.00108947,0.00108947
14,156.444,0.52773,0.36449,0.8519,0.94147,0.98326,0.97361,0.84896,0.5541,0.34759,0.84115,0.00106118,0.00106118,0.00106118
15,166.593,0.54199,0.36086,0.86038,0.95001,0.97522,0.98311,0.8645,0.55419,0.33811,0.83949,0.00103288,0.00103288,0.00103288
16,176.73,0.53149,0.35855,0.84957,0.94535,0.97803,0.97574,0.84714,0.55995,0.33937,0.83715,0.00100459,0.00100459,0.00100459
17,186.885,0.52595,0.34538,0.84997,0.93931,0.99144,0.97999,0.86486,0.53377,0.3272,0.83516,0.000976293,0.000976293,0.000976293
18,197.564,0.52394,0.33613,0.85183,0.94461,0.9787,0.97772,0.85716,0.53594,0.33189,0.83719,0.000947999,0.000947999,0.000947999
19,208.056,0.52827,0.33972,0.85207,0.94491,0.9837,0.97845,0.86347,0.52705,0.3259,0.8321,0.000919704,0.000919704,0.000919704
20,218.499,0.51815,0.33408,0.84934,0.94592,0.97029,0.97917,0.86576,0.52267,0.32376,0.82973,0.00089141,0.00089141,0.00089141
21,229.26,0.51227,0.3373,0.84302,0.93295,0.98743,0.97563,0.86542,0.50793,0.33721,0.82694,0.000863116,0.000863116,0.000863116
22,239.93,0.49815,0.32836,0.85214,0.93266,0.98715,0.97577,0.857,0.53104,0.33766,0.83762,0.000834822,0.000834822,0.000834822
23,250.568,0.49944,0.32296,0.84466,0.93999,0.9786,0.97583,0.85846,0.52055,0.33693,0.83321,0.000806528,0.000806528,0.000806528
24,260.697,0.50896,0.32387,0.85034,0.93574,0.98317,0.97646,0.86158,0.51468,0.32938,0.83448,0.000778233,0.000778233,0.000778233
25,270.91,0.5061,0.31941,0.84672,0.93654,0.97582,0.97921,0.85793,0.52145,0.34775,0.83208,0.000749939,0.000749939,0.000749939
26,281.327,0.49714,0.31271,0.84459,0.95076,0.96639,0.9707,0.86313,0.50703,0.32333,0.83219,0.000721645,0.000721645,0.000721645
27,291.673,0.49841,0.31866,0.8547,0.94596,0.97182,0.97018,0.85571,0.51987,0.3276,0.8323,0.000693351,0.000693351,0.000693351
28,302.23,0.48737,0.30744,0.8396,0.94953,0.9685,0.97402,0.85645,0.52935,0.32901,0.8348,0.000665057,0.000665057,0.000665057
29,312.622,0.48767,0.30828,0.84314,0.94092,0.96426,0.97495,0.85729,0.54921,0.33135,0.83844,0.000636762,0.000636762,0.000636762
30,322.958,0.48389,0.30892,0.83663,0.93585,0.97626,0.97342,0.86152,0.52358,0.33484,0.83756,0.000608468,0.000608468,0.000608468
