epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.1394,0.71781,0.48357,0.89487,0.5608,0.40934,0.51289,0.3736,1.0911,3.14635,1.03556,0.000462724,0.000462724,0.000462724
2,23.8894,0.60518,0.39266,0.8613,0.86135,0.93145,0.95123,0.81271,0.61192,0.51636,0.85478,0.00090187,0.00090187,0.00090187
3,35.1553,0.60198,0.4026,0.87048,0.94789,0.96938,0.97502,0.82773,0.58362,0.38618,0.8381,0.00130329,0.00130329,0.00130329
4,46.3084,0.60158,0.41084,0.86143,0.94163,0.96497,0.97436,0.83581,0.56667,0.38576,0.84822,0.00125923,0.00125923,0.00125923
5,57.6765,0.59683,0.40395,0.86678,0.95194,0.97606,0.97476,0.84161,0.55683,0.37091,0.84388,0.00120265,0.00120265,0.00120265
6,68.5748,0.58725,0.39585,0.86121,0.93764,0.9599,0.97707,0.84182,0.57119,0.38763,0.84026,0.00114606,0.00114606,0.00114606
7,77.3665,0.56478,0.36724,0.86172,0.93946,0.97187,0.97367,0.82766,0.5992,0.36772,0.84298,0.00108947,0.00108947,0.00108947
8,85.6816,0.56642,0.37671,0.85391,0.95135,0.97888,0.97602,0.84654,0.56805,0.35325,0.83575,0.00103288,0.00103288,0.00103288
9,94.124,0.55717,0.37737,0.86455,0.94869,0.97697,0.96912,0.83154,0.56937,0.35636,0.8434,0.000976293,0.000976293,0.000976293
10,102.063,0.5362,0.35632,0.84236,0.93945,0.98804,0.98182,0.85202,0.55882,0.34257,0.83715,0.000919704,0.000919704,0.000919704
11,110.202,0.54202,0.3452,0.85132,0.93901,0.99041,0.98081,0.8509,0.56139,0.3407,0.84099,0.000863116,0.000863116,0.000863116
12,117.961,0.56081,0.36689,0.85307,0.96594,0.96352,0.97846,0.85131,0.54928,0.34111,0.83382,0.000806528,0.000806528,0.000806528
13,125.774,0.54363,0.35363,0.85692,0.9519,0.98562,0.97677,0.84549,0.57288,0.33369,0.84006,0.000749939,0.000749939,0.000749939
14,133.701,0.52403,0.349,0.84942,0.94977,0.97955,0.9756,0.86479,0.52079,0.33905,0.82808,0.000693351,0.000693351,0.000693351
15,141.891,0.53749,0.34543,0.85697,0.9535,0.96846,0.97205,0.8541,0.52209,0.3291,0.82905,0.000636762,0.000636762,0.000636762
16,164.126,0.51936,0.33322,0.82065,0.95029,0.97305,0.97983,0.85277,0.53187,0.34379,0.83153,0.000580174,0.000580174,0.000580174
17,171.51,0.49992,0.32167,0.81039,0.93562,0.98082,0.98043,0.86112,0.5403,0.33617,0.83554,0.000523586,0.000523586,0.000523586
18,180.968,0.49693,0.31309,0.81656,0.95392,0.97109,0.97494,0.84828,0.54418,0.33287,0.8361,0.000466997,0.000466997,0.000466997
19,189.954,0.49077,0.30377,0.81682,0.95129,0.96216,0.97657,0.84718,0.56109,0.32208,0.83345,0.000410409,0.000410409,0.000410409
20,198.601,0.47303,0.29004,0.80453,0.95341,0.97223,0.97797,0.86576,0.52218,0.31468,0.83003,0.00035382,0.00035382,0.00035382
21,206.965,0.48116,0.29771,0.81738,0.95205,0.9609,0.97474,0.86055,0.51909,0.31698,0.82917,0.000297232,0.000297232,0.000297232
22,215.455,0.47351,0.28311,0.81139,0.93992,0.97926,0.9695,0.86296,0.50799,0.30444,0.82638,0.000240644,0.000240644,0.000240644
23,223.432,0.46008,0.28156,0.80917,0.94478,0.97434,0.97296,0.87034,0.50434,0.30444,0.82584,0.000184055,0.000184055,0.000184055
24,231.356,0.45362,0.27573,0.81292,0.93706,0.98284,0.97476,0.86584,0.5052,0.3019,0.82464,0.000127467,0.000127467,0.000127467
25,239.404,0.45502,0.26634,0.80716,0.95476,0.96426,0.97652,0.86837,0.49988,0.29829,0.82394,7.08784e-05,7.08784e-05,7.08784e-05
