epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.66761,1.23215,1.21559,1.11551,0.60409,0.27077,0.49065,0.29666,1.7296,2.83016,1.39866,0.000462724,0.000462724,0.000462724
2,18.641,0.80444,0.5327,0.92105,0.93706,0.94858,0.96206,0.78519,0.71159,0.4487,0.88175,0.000920464,0.000920464,0.000920464
3,27.6927,0.75668,0.49151,0.91499,0.95161,0.9403,0.96647,0.79819,0.65867,0.41604,0.86963,0.00135934,0.00135934,0.00135934
4,36.5674,0.72605,0.4678,0.89488,0.93666,0.93036,0.96344,0.79242,0.69171,0.43879,0.87572,0.00134412,0.00134412,0.00134412
5,45.7551,0.71448,0.46956,0.89651,0.9532,0.9495,0.97032,0.80613,0.64097,0.41653,0.86271,0.00131582,0.00131582,0.00131582
6,54.7618,0.6912,0.44209,0.89282,0.9231,0.97281,0.96332,0.79791,0.67027,0.4103,0.86876,0.00128753,0.00128753,0.00128753
7,63.4101,0.67024,0.438,0.88758,0.93531,0.93508,0.96601,0.81295,0.62568,0.43224,0.85867,0.00125923,0.00125923,0.00125923
8,72.1449,0.66828,0.43467,0.87808,0.91843,0.95183,0.96118,0.80601,0.64707,0.41813,0.85896,0.00123094,0.00123094,0.00123094
9,80.8348,0.65647,0.43334,0.89018,0.91459,0.95125,0.96527,0.80442,0.65525,0.42334,0.8644,0.00120265,0.00120265,0.00120265
10,90.067,0.62998,0.40971,0.86703,0.94208,0.96162,0.97267,0.82263,0.61951,0.38335,0.84807,0.00117435,0.00117435,0.00117435
11,99.6114,0.63604,0.40505,0.87142,0.93827,0.97883,0.96955,0.8183,0.60667,0.37203,0.85407,0.00114606,0.00114606,0.00114606
12,109.103,0.64795,0.41046,0.87294,0.94052,0.96562,0.96945,0.81703,0.61926,0.38155,0.85428,0.00111776,0.00111776,0.00111776
13,118.724,0.63422,0.40676,0.87723,0.9353,0.96699,0.97267,0.82482,0.61713,0.36688,0.84866,0.00108947,0.00108947,0.00108947
14,127.75,0.62125,0.40628,0.87346,0.94176,0.9586,0.97007,0.82292,0.61695,0.37512,0.85124,0.00106118,0.00106118,0.00106118
15,137.137,0.62383,0.40379,0.87592,0.95223,0.94287,0.97286,0.8194,0.60742,0.37201,0.85347,0.00103288,0.00103288,0.00103288
16,146.387,0.60249,0.39394,0.86358,0.95104,0.94926,0.97159,0.82644,0.60194,0.36968,0.84799,0.00100459,0.00100459,0.00100459
17,155.825,0.60272,0.38082,0.86925,0.94255,0.96039,0.97128,0.84222,0.58571,0.35456,0.84653,0.000976293,0.000976293,0.000976293
18,165.248,0.5973,0.37583,0.8663,0.93301,0.97041,0.97045,0.8306,0.60411,0.36894,0.85429,0.000947999,0.000947999,0.000947999
19,174.311,0.60487,0.38683,0.86759,0.93105,0.97929,0.9663,0.8373,0.58597,0.36199,0.84789,0.000919704,0.000919704,0.000919704
20,183.167,0.58783,0.37775,0.8667,0.93813,0.95799,0.96694,0.83467,0.5736,0.38304,0.85011,0.00089141,0.00089141,0.00089141
21,192.304,0.5822,0.38503,0.86079,0.94557,0.96816,0.96837,0.83909,0.57484,0.35895,0.84764,0.000863116,0.000863116,0.000863116
22,201.417,0.58294,0.37394,0.87024,0.94351,0.96973,0.97428,0.8383,0.58393,0.35175,0.84891,0.000834822,0.000834822,0.000834822
23,210.311,0.5795,0.35957,0.86237,0.95035,0.96592,0.97905,0.84308,0.57338,0.34207,0.84217,0.000806528,0.000806528,0.000806528
24,219.985,0.58934,0.37145,0.86732,0.94387,0.97504,0.97466,0.84698,0.5626,0.33673,0.84461,0.000778233,0.000778233,0.000778233
25,229.529,0.58289,0.36371,0.86197,0.93909,0.96973,0.96749,0.84229,0.56402,0.34947,0.84419,0.000749939,0.000749939,0.000749939
26,238.501,0.57545,0.36514,0.86292,0.93929,0.96699,0.96931,0.8403,0.57137,0.35015,0.84132,0.000721645,0.000721645,0.000721645
27,248.682,0.57822,0.35619,0.87275,0.93771,0.97102,0.96935,0.84456,0.54721,0.34881,0.83624,0.000693351,0.000693351,0.000693351
28,260.642,0.56653,0.36045,0.85752,0.93611,0.96755,0.96786,0.84472,0.55335,0.34771,0.83888,0.000665057,0.000665057,0.000665057
29,272.985,0.55536,0.3499,0.85823,0.91929,0.97246,0.96392,0.84332,0.55234,0.35858,0.8358,0.000636762,0.000636762,0.000636762
30,284.533,0.55661,0.35199,0.85018,0.93831,0.96893,0.96421,0.84289,0.55167,0.33492,0.83608,0.000608468,0.000608468,0.000608468
31,296.366,0.55839,0.34379,0.85817,0.94516,0.96646,0.96732,0.84976,0.55235,0.33996,0.83704,0.000580174,0.000580174,0.000580174
32,308.242,0.54145,0.34163,0.85522,0.94708,0.96153,0.97259,0.8505,0.54131,0.34137,0.83678,0.00055188,0.00055188,0.00055188
33,319.665,0.54615,0.34472,0.85833,0.95472,0.9565,0.97423,0.85631,0.53494,0.33259,0.83204,0.000523586,0.000523586,0.000523586
34,331.492,0.53482,0.34517,0.85212,0.94512,0.96973,0.96871,0.84786,0.5494,0.32707,0.83538,0.000495291,0.000495291,0.000495291
35,342.711,0.54836,0.32886,0.85573,0.94161,0.96426,0.96922,0.85246,0.54243,0.32906,0.83647,0.000466997,0.000466997,0.000466997
36,353.952,0.52726,0.32682,0.85772,0.9434,0.9683,0.97096,0.85374,0.53956,0.31701,0.83598,0.000438703,0.000438703,0.000438703
37,365.087,0.53972,0.32915,0.8508,0.94191,0.96973,0.97211,0.85456,0.54044,0.31719,0.83594,0.000410409,0.000410409,0.000410409
38,376.869,0.53413,0.32707,0.85627,0.95993,0.94787,0.97396,0.85926,0.5445,0.32271,0.83678,0.000382115,0.000382115,0.000382115
39,388.553,0.52882,0.32368,0.84911,0.93894,0.96973,0.97585,0.86184,0.54167,0.31636,0.83623,0.00035382,0.00035382,0.00035382
40,400.101,0.52874,0.31841,0.84857,0.95823,0.95606,0.97605,0.85971,0.53464,0.30983,0.83431,0.000325526,0.000325526,0.000325526
