epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.8127,0.6352,0.39687,0.84948,0.94538,0.9203,0.95145,0.79533,0.65698,0.42785,0.87517,0.000462724,0.000462724,0.000462724
2,32.8754,0.56221,0.35044,0.83904,0.94107,0.94787,0.97161,0.80718,0.66342,0.39282,0.88356,0.00084609,0.00084609,0.00084609
3,42.3026,0.5616,0.34424,0.82404,0.93684,0.94786,0.95799,0.80028,0.66544,0.41417,0.87988,0.00113514,0.00113514,0.00113514
4,51.8489,0.58613,0.35954,0.83858,0.92503,0.94582,0.95813,0.80663,0.66755,0.44647,0.8746,0.00100459,0.00100459,0.00100459
5,61.2315,0.57616,0.36118,0.82725,0.95093,0.95249,0.96925,0.81367,0.62652,0.38964,0.86709,0.000863116,0.000863116,0.000863116
6,70.7357,0.56416,0.34888,0.82372,0.92726,0.96699,0.9604,0.82112,0.60066,0.38408,0.86107,0.000721645,0.000721645,0.000721645
7,80.1803,0.54101,0.33892,0.83536,0.94431,0.95555,0.96394,0.82469,0.61041,0.38318,0.85806,0.000580174,0.000580174,0.000580174
8,89.8273,0.54039,0.33578,0.83102,0.95125,0.94787,0.96589,0.82668,0.60292,0.3709,0.85534,0.000438703,0.000438703,0.000438703
9,99.3293,0.54093,0.32646,0.82038,0.95027,0.95333,0.96872,0.84313,0.58316,0.35852,0.85184,0.000297232,0.000297232,0.000297232
10,108.815,0.55548,0.33217,0.83422,0.95093,0.95001,0.96829,0.83981,0.57269,0.34618,0.84993,0.000155761,0.000155761,0.000155761
