epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.56256,1.49131,2.03819,1.25971,0.77946,0.80069,0.8544,0.63047,0.94669,0.94064,0.96094,0.000462724,0.000462724,0.000462724
2,16.6844,0.89076,0.60497,0.94635,0.94141,0.91848,0.95103,0.75354,0.78384,0.45701,0.90127,0.00090187,0.00090187,0.00090187
3,24.4019,0.82655,0.54687,0.93308,0.93785,0.91554,0.95248,0.76719,0.7193,0.45517,0.88516,0.00130329,0.00130329,0.00130329
4,32.1387,0.78944,0.52221,0.91255,0.92647,0.9481,0.95666,0.77998,0.70646,0.46246,0.87895,0.00125923,0.00125923,0.00125923
5,40.0792,0.77027,0.53349,0.91493,0.90572,0.91772,0.9566,0.78668,0.69934,0.53054,0.87932,0.00120265,0.00120265,0.00120265
6,47.5654,0.74533,0.5071,0.90485,0.92128,0.92134,0.96398,0.78719,0.68134,0.47143,0.87191,0.00114606,0.00114606,0.00114606
7,55.3117,0.71008,0.47978,0.89649,0.93094,0.9489,0.95828,0.79209,0.66778,0.41611,0.8665,0.00108947,0.00108947,0.00108947
8,63.053,0.71784,0.46876,0.89215,0.93325,0.95397,0.95722,0.79261,0.66807,0.42453,0.8648,0.00103288,0.00103288,0.00103288
9,70.9619,0.69638,0.46128,0.89988,0.92972,0.93943,0.95405,0.79648,0.67442,0.43271,0.86523,0.000976293,0.000976293,0.000976293
10,78.6211,0.67022,0.43721,0.87361,0.92623,0.9471,0.96273,0.81494,0.64223,0.41227,0.85982,0.000919704,0.000919704,0.000919704
11,86.7104,0.66864,0.42809,0.88428,0.9287,0.96136,0.96053,0.81073,0.6561,0.39747,0.86402,0.000863116,0.000863116,0.000863116
12,94.41,0.66782,0.43168,0.87977,0.9466,0.94643,0.96408,0.80991,0.64385,0.39389,0.86073,0.000806528,0.000806528,0.000806528
13,102.327,0.64502,0.42605,0.88052,0.93016,0.9652,0.96567,0.81642,0.62896,0.37944,0.85494,0.000749939,0.000749939,0.000749939
14,110.006,0.653,0.4311,0.88003,0.93476,0.96845,0.96248,0.81563,0.63559,0.37391,0.85515,0.000693351,0.000693351,0.000693351
15,117.677,0.64106,0.41223,0.88021,0.95057,0.9746,0.96787,0.82408,0.60655,0.36697,0.85206,0.000636762,0.000636762,0.000636762
16,139.733,0.63383,0.40328,0.84965,0.95141,0.95565,0.96358,0.8248,0.62047,0.36539,0.85925,0.000580174,0.000580174,0.000580174
17,147.159,0.59291,0.38005,0.82917,0.95785,0.94485,0.96966,0.82482,0.60627,0.36741,0.85186,0.000523586,0.000523586,0.000523586
18,154.65,0.58976,0.36415,0.83645,0.94044,0.96693,0.97319,0.83322,0.60298,0.36985,0.85221,0.000466997,0.000466997,0.000466997
19,162.064,0.57361,0.36013,0.83786,0.93978,0.98196,0.97426,0.82429,0.62816,0.36235,0.8522,0.000410409,0.000410409,0.000410409
20,169.724,0.56114,0.34322,0.826,0.93843,0.98424,0.97342,0.83111,0.58824,0.33864,0.84671,0.00035382,0.00035382,0.00035382
21,177.127,0.56143,0.34637,0.83834,0.94662,0.98087,0.97195,0.84131,0.58318,0.34591,0.84829,0.000297232,0.000297232,0.000297232
22,184.875,0.5599,0.33894,0.83386,0.94676,0.98098,0.97275,0.837,0.58498,0.33402,0.84671,0.000240644,0.000240644,0.000240644
23,192.154,0.55066,0.33335,0.83142,0.9408,0.98361,0.97248,0.84088,0.57607,0.33607,0.84611,0.000184055,0.000184055,0.000184055
24,199.514,0.53938,0.33052,0.8311,0.93884,0.98105,0.97219,0.84715,0.57971,0.33134,0.84367,0.000127467,0.000127467,0.000127467
25,207.204,0.53952,0.32534,0.82602,0.93783,0.9832,0.97312,0.84852,0.57814,0.32799,0.84298,7.08784e-05,7.08784e-05,7.08784e-05
