epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.3326,1.10661,0.76672,1.02939,0.34812,0.71061,0.54754,0.39444,1.33529,2.38274,1.16069,0.000462724,0.000462724,0.000462724
2,31.3617,1.05778,0.70491,1.02064,0.73341,0.72948,0.77637,0.54839,1.16544,0.91255,1.06204,0.00084609,0.00084609,0.00084609
3,40.0653,1.05484,0.69742,1.00181,0.77852,0.7891,0.81859,0.62292,0.99195,0.72396,0.99324,0.00113514,0.00113514,0.00113514
4,48.8983,1.00076,0.65609,0.9932,0.90046,0.77224,0.8318,0.61774,1.04996,0.66143,1.01148,0.00100459,0.00100459,0.00100459
5,57.4171,0.97233,0.65206,0.96681,0.8707,0.80124,0.83609,0.64208,0.93424,0.61364,0.96735,0.000863116,0.000863116,0.000863116
6,66.165,0.94698,0.62553,0.96492,0.89881,0.80985,0.8515,0.65437,0.91681,0.58084,0.95691,0.000721645,0.000721645,0.000721645
7,75.014,0.93939,0.60061,0.96478,0.91087,0.80364,0.8539,0.6573,0.92095,0.55935,0.95312,0.000580174,0.000580174,0.000580174
8,83.8738,0.93053,0.60733,0.96001,0.87898,0.82741,0.86598,0.67987,0.88194,0.5563,0.94227,0.000438703,0.000438703,0.000438703
9,92.7309,0.90811,0.58045,0.94488,0.87344,0.83923,0.86774,0.68011,0.88368,0.54674,0.94122,0.000297232,0.000297232,0.000297232
10,101.488,0.89336,0.56218,0.9438,0.88028,0.84256,0.87152,0.67845,0.87598,0.54221,0.93878,0.000155761,0.000155761,0.000155761
