epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.7536,0.68061,0.45578,0.90499,0.885,0.93082,0.94305,0.77305,0.70557,0.4497,0.88976,0.000462724,0.000462724,0.000462724
2,21.0984,0.57689,0.338,0.86329,0.92768,0.94137,0.95936,0.81723,0.63012,0.40775,0.86765,0.000920464,0.000920464,0.000920464
3,31.2254,0.55998,0.34164,0.86285,0.94062,0.96153,0.96769,0.82348,0.60532,0.35206,0.86286,0.00135934,0.00135934,0.00135934
4,41.3382,0.56795,0.34292,0.85196,0.93818,0.96052,0.96304,0.81542,0.61582,0.38612,0.86865,0.00134412,0.00134412,0.00134412
5,51.1309,0.55433,0.34147,0.85697,0.94714,0.95333,0.96916,0.83204,0.6082,0.36034,0.85809,0.00131582,0.00131582,0.00131582
6,61.1716,0.557,0.33861,0.85573,0.93494,0.96412,0.96967,0.821,0.6233,0.37322,0.85586,0.00128753,0.00128753,0.00128753
7,71.1121,0.54517,0.33759,0.85271,0.94103,0.97262,0.96535,0.82878,0.59335,0.35145,0.84972,0.00125923,0.00125923,0.00125923
8,80.88,0.54866,0.33483,0.84869,0.94966,0.95917,0.96371,0.83562,0.5765,0.35932,0.8448,0.00123094,0.00123094,0.00123094
9,90.883,0.53334,0.33409,0.85851,0.93335,0.97728,0.96987,0.84642,0.58506,0.33831,0.8472,0.00120265,0.00120265,0.00120265
10,100.942,0.52455,0.32409,0.8425,0.93701,0.98002,0.97282,0.84343,0.57057,0.34226,0.84858,0.00117435,0.00117435,0.00117435
11,110.82,0.50561,0.31748,0.84321,0.94761,0.98141,0.96657,0.83614,0.5855,0.33517,0.84933,0.00114606,0.00114606,0.00114606
12,120.71,0.52973,0.31662,0.84715,0.94549,0.97314,0.97611,0.84542,0.57954,0.33968,0.84846,0.00111776,0.00111776,0.00111776
13,130.438,0.5297,0.32455,0.85081,0.93596,0.9881,0.97194,0.84342,0.57383,0.3359,0.84708,0.00108947,0.00108947,0.00108947
14,140.273,0.51982,0.31814,0.84826,0.9342,0.97781,0.96987,0.85145,0.55022,0.34714,0.83908,0.00106118,0.00106118,0.00106118
15,150.251,0.52801,0.31547,0.85514,0.9465,0.96214,0.97934,0.85752,0.54743,0.33216,0.83947,0.00103288,0.00103288,0.00103288
16,160.323,0.51356,0.31705,0.84316,0.93219,0.99335,0.97334,0.85471,0.55391,0.3279,0.83687,0.00100459,0.00100459,0.00100459
17,170.071,0.52046,0.31327,0.84825,0.93244,0.98002,0.97267,0.85835,0.53905,0.32769,0.83434,0.000976293,0.000976293,0.000976293
18,180.068,0.51228,0.31204,0.84734,0.93398,0.9721,0.9698,0.84939,0.54568,0.33278,0.8386,0.000947999,0.000947999,0.000947999
19,190.059,0.52783,0.31605,0.84903,0.94423,0.98553,0.97495,0.85641,0.56411,0.32636,0.83889,0.000919704,0.000919704,0.000919704
20,199.917,0.49801,0.3054,0.8464,0.93785,0.9837,0.97278,0.85203,0.54688,0.32721,0.84011,0.00089141,0.00089141,0.00089141
21,210.025,0.50662,0.31138,0.8426,0.93974,0.96312,0.97502,0.85971,0.54425,0.32525,0.84029,0.000863116,0.000863116,0.000863116
22,220.088,0.4969,0.30737,0.85302,0.94184,0.98142,0.97416,0.8564,0.5383,0.3205,0.83694,0.000834822,0.000834822,0.000834822
23,229.995,0.49833,0.30386,0.84438,0.94181,0.98047,0.97526,0.853,0.53588,0.32614,0.83905,0.000806528,0.000806528,0.000806528
24,239.844,0.50528,0.30969,0.85104,0.93654,0.98168,0.97309,0.85258,0.54709,0.32059,0.84345,0.000778233,0.000778233,0.000778233
25,249.729,0.49446,0.29466,0.84538,0.94224,0.97219,0.97765,0.85982,0.53802,0.31042,0.83916,0.000749939,0.000749939,0.000749939
26,259.94,0.49599,0.29482,0.844,0.93866,0.97657,0.97675,0.86341,0.53136,0.31105,0.83697,0.000721645,0.000721645,0.000721645
27,269.919,0.5015,0.29597,0.85353,0.9551,0.95895,0.97223,0.86211,0.52838,0.32078,0.83212,0.000693351,0.000693351,0.000693351
28,279.602,0.49087,0.2919,0.84047,0.94561,0.97316,0.97104,0.86238,0.53312,0.31149,0.83419,0.000665057,0.000665057,0.000665057
29,289.697,0.47559,0.28622,0.84038,0.94166,0.98212,0.97426,0.86129,0.52921,0.30336,0.832,0.000636762,0.000636762,0.000636762
30,299.455,0.47655,0.28646,0.83483,0.93855,0.97074,0.97511,0.85677,0.53953,0.32267,0.83698,0.000608468,0.000608468,0.000608468
31,309.348,0.47813,0.28883,0.83854,0.94192,0.97773,0.97259,0.85462,0.54017,0.31325,0.8332,0.000580174,0.000580174,0.000580174
32,319.238,0.4666,0.27732,0.8392,0.93612,0.97863,0.97698,0.85939,0.52787,0.30132,0.8362,0.00055188,0.00055188,0.00055188
33,328.987,0.46683,0.28558,0.84215,0.93159,0.97601,0.96874,0.8582,0.52137,0.31036,0.8406,0.000523586,0.000523586,0.000523586
34,338.879,0.46222,0.27742,0.83733,0.94162,0.97927,0.97333,0.86107,0.51703,0.30885,0.83859,0.000495291,0.000495291,0.000495291
35,348.819,0.46532,0.27606,0.8397,0.95178,0.96924,0.96853,0.86199,0.52893,0.30901,0.83837,0.000466997,0.000466997,0.000466997
36,358.578,0.45406,0.27103,0.8438,0.94514,0.98556,0.96816,0.8563,0.51913,0.30504,0.83638,0.000438703,0.000438703,0.000438703
