epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.64584,0.81674,0.49126,0.93718,0.85618,0.8445,0.87951,0.69174,0.81589,0.64018,0.91112,0.000462724,0.000462724,0.000462724
2,19.1814,0.75249,0.4343,0.90682,0.90438,0.89072,0.9157,0.74485,0.71336,0.46274,0.8784,0.00090187,0.00090187,0.00090187
3,28.2736,0.76113,0.44788,0.91994,0.92267,0.92203,0.93187,0.74677,0.7521,0.42229,0.89198,0.00130329,0.00130329,0.00130329
4,37.4732,0.75072,0.44153,0.90796,0.92609,0.90564,0.93361,0.74257,0.77907,0.4505,0.90103,0.00125923,0.00125923,0.00125923
5,46.6337,0.76189,0.45997,0.91654,0.92194,0.91384,0.9378,0.74588,0.76032,0.43031,0.89363,0.00120265,0.00120265,0.00120265
6,55.4226,0.7389,0.44193,0.9049,0.93913,0.92275,0.94132,0.74605,0.75979,0.41844,0.89571,0.00114606,0.00114606,0.00114606
7,64.5841,0.73908,0.43283,0.91117,0.92498,0.93796,0.93717,0.74754,0.76115,0.4092,0.89157,0.00108947,0.00108947,0.00108947
8,73.9592,0.72068,0.43442,0.89364,0.90767,0.92408,0.93728,0.75745,0.72843,0.41746,0.88974,0.00103288,0.00103288,0.00103288
9,83.3429,0.70182,0.41965,0.90231,0.91032,0.94116,0.94174,0.75838,0.71527,0.40348,0.8818,0.000976293,0.000976293,0.000976293
10,92.4699,0.70111,0.42276,0.88735,0.92151,0.93023,0.94471,0.77207,0.71014,0.39699,0.87726,0.000919704,0.000919704,0.000919704
11,102.172,0.69073,0.40592,0.88925,0.92584,0.91657,0.95067,0.76247,0.72595,0.40566,0.88373,0.000863116,0.000863116,0.000863116
12,111.248,0.70507,0.4132,0.89471,0.93542,0.92203,0.95134,0.77754,0.70716,0.38888,0.87892,0.000806528,0.000806528,0.000806528
13,120.56,0.68203,0.407,0.89549,0.95777,0.90998,0.94697,0.7619,0.71751,0.39656,0.87841,0.000749939,0.000749939,0.000749939
14,129.672,0.68504,0.40781,0.89246,0.89009,0.93085,0.93656,0.75712,0.71879,0.46676,0.88135,0.000693351,0.000693351,0.000693351
15,138.764,0.68891,0.39712,0.89533,0.91082,0.93119,0.93835,0.76787,0.71468,0.40332,0.88106,0.000636762,0.000636762,0.000636762
16,163.034,0.69682,0.37203,0.87347,0.92161,0.92476,0.93215,0.75755,0.73094,0.39573,0.88696,0.000580174,0.000580174,0.000580174
17,171.518,0.66556,0.36239,0.85583,0.92883,0.9193,0.94523,0.76649,0.72047,0.39031,0.88177,0.000523586,0.000523586,0.000523586
18,180.267,0.6504,0.35892,0.85731,0.92381,0.91138,0.93819,0.76538,0.72264,0.44207,0.88253,0.000466997,0.000466997,0.000466997
19,188.736,0.64155,0.34502,0.85722,0.93843,0.9275,0.9502,0.76953,0.70173,0.37419,0.8746,0.000410409,0.000410409,0.000410409
20,197.671,0.63206,0.34731,0.84719,0.93774,0.93283,0.95146,0.7743,0.69674,0.37135,0.8769,0.00035382,0.00035382,0.00035382
21,206.693,0.6543,0.35069,0.86084,0.92411,0.94891,0.94991,0.78246,0.67475,0.36516,0.87448,0.000297232,0.000297232,0.000297232
22,216.231,0.64496,0.34151,0.85354,0.92936,0.95343,0.94954,0.78227,0.67956,0.36048,0.87513,0.000240644,0.000240644,0.000240644
23,225.621,0.63129,0.34422,0.85387,0.92904,0.95556,0.94487,0.78321,0.69257,0.36358,0.87895,0.000184055,0.000184055,0.000184055
24,235.072,0.63467,0.34484,0.8567,0.92539,0.94432,0.94927,0.78641,0.6838,0.36147,0.87513,0.000127467,0.000127467,0.000127467
25,244.545,0.62695,0.33158,0.8461,0.92908,0.95492,0.95114,0.78835,0.68008,0.35964,0.87513,7.08784e-05,7.08784e-05,7.08784e-05
