epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.9481,0.6998,0.53083,0.89743,0.97006,0.77165,0.90355,0.73128,0.74264,0.99381,0.90166,0.000462724,0.000462724,0.000462724
2,26.758,0.61594,0.45621,0.87138,0.83915,0.8695,0.92638,0.77912,0.65213,0.74992,0.87053,0.00090187,0.00090187,0.00090187
3,39.3233,0.63918,0.45555,0.88057,0.94223,0.9588,0.97031,0.81498,0.61795,0.42186,0.85455,0.00130329,0.00130329,0.00130329
4,51.7685,0.6423,0.45261,0.87037,0.95041,0.96424,0.96219,0.81874,0.59882,0.44791,0.84563,0.00125923,0.00125923,0.00125923
5,64.3263,0.60599,0.45391,0.87368,0.94424,0.96077,0.96584,0.83442,0.56894,0.43174,0.84376,0.00120265,0.00120265,0.00120265
6,76.6216,0.59957,0.433,0.87051,0.93531,0.97547,0.96959,0.83314,0.57018,0.40878,0.84316,0.00114606,0.00114606,0.00114606
7,89.0986,0.58295,0.41869,0.86924,0.94465,0.96916,0.97247,0.84187,0.56419,0.38762,0.84166,0.00108947,0.00108947,0.00108947
8,102.076,0.57712,0.41738,0.8598,0.94354,0.95804,0.97639,0.83806,0.55668,0.39059,0.84054,0.00103288,0.00103288,0.00103288
9,114.613,0.578,0.42247,0.87461,0.93532,0.97625,0.97578,0.84552,0.55618,0.38082,0.84453,0.000976293,0.000976293,0.000976293
10,126.83,0.558,0.39605,0.85317,0.93418,0.97939,0.97864,0.84416,0.54452,0.36651,0.83485,0.000919704,0.000919704,0.000919704
11,139.451,0.54944,0.37346,0.85822,0.93637,0.97517,0.97233,0.84574,0.53303,0.36618,0.83642,0.000863116,0.000863116,0.000863116
12,151.532,0.55868,0.38802,0.858,0.91885,0.98023,0.96993,0.85104,0.52372,0.36355,0.82834,0.000806528,0.000806528,0.000806528
13,164.27,0.54019,0.372,0.86138,0.92644,0.98546,0.97535,0.84685,0.56163,0.37546,0.84035,0.000749939,0.000749939,0.000749939
14,176.549,0.52963,0.38535,0.85533,0.92744,0.98605,0.97766,0.85444,0.53229,0.37118,0.83397,0.000693351,0.000693351,0.000693351
15,189.039,0.53597,0.36447,0.86051,0.93738,0.98304,0.97629,0.85707,0.53351,0.35857,0.83904,0.000636762,0.000636762,0.000636762
16,217.8,0.50689,0.34361,0.82319,0.94814,0.97236,0.97435,0.86253,0.52328,0.35458,0.83221,0.000580174,0.000580174,0.000580174
17,229.492,0.50359,0.33136,0.81593,0.94372,0.97939,0.9778,0.85974,0.54192,0.34598,0.83865,0.000523586,0.000523586,0.000523586
18,241.105,0.48544,0.31536,0.81712,0.94057,0.98914,0.97623,0.86356,0.51593,0.34022,0.83265,0.000466997,0.000466997,0.000466997
19,252.598,0.4809,0.31365,0.81913,0.93669,0.98541,0.97782,0.86014,0.54168,0.35357,0.8352,0.000410409,0.000410409,0.000410409
20,264.295,0.47495,0.30367,0.80894,0.9507,0.98052,0.98247,0.86904,0.51008,0.32763,0.83222,0.00035382,0.00035382,0.00035382
21,276.058,0.46457,0.29829,0.81526,0.94561,0.9829,0.9789,0.87194,0.50153,0.32006,0.83624,0.000297232,0.000297232,0.000297232
22,288.172,0.45882,0.29238,0.81104,0.93951,0.98429,0.97634,0.86948,0.49693,0.3234,0.82935,0.000240644,0.000240644,0.000240644
23,299.729,0.45659,0.29002,0.81171,0.94013,0.991,0.97763,0.87152,0.49162,0.31419,0.82742,0.000184055,0.000184055,0.000184055
24,311.124,0.4327,0.27552,0.81091,0.94141,0.98679,0.97616,0.87595,0.48385,0.31961,0.82554,0.000127467,0.000127467,0.000127467
25,323.142,0.43176,0.26645,0.80297,0.94693,0.98188,0.9768,0.87855,0.47731,0.30791,0.82677,7.08784e-05,7.08784e-05,7.08784e-05
