epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.21819,0.93757,0.76359,0.9883,0.92962,0.8832,0.93519,0.75131,0.74756,0.49955,0.89626,0.000462724,0.000462724,0.000462724
2,16.3001,0.67733,0.43252,0.88191,0.94101,0.93484,0.96379,0.80626,0.63282,0.41165,0.86377,0.000920464,0.000920464,0.000920464
3,24.3941,0.65734,0.40925,0.88383,0.95594,0.9424,0.97277,0.8147,0.63194,0.40144,0.86072,0.00135934,0.00135934,0.00135934
4,32.3516,0.6309,0.39215,0.86641,0.93901,0.95649,0.96874,0.81955,0.60641,0.40048,0.85634,0.00134412,0.00134412,0.00134412
5,40.5377,0.61413,0.40135,0.86806,0.93457,0.96489,0.95717,0.82272,0.59037,0.38832,0.85215,0.00131582,0.00131582,0.00131582
6,48.2908,0.60633,0.37692,0.86743,0.93585,0.9485,0.9686,0.83381,0.58032,0.38324,0.84589,0.00128753,0.00128753,0.00128753
7,56.2653,0.58414,0.37965,0.8604,0.95392,0.9485,0.96947,0.84259,0.57579,0.37543,0.84307,0.00125923,0.00125923,0.00125923
8,64.3524,0.57023,0.3666,0.85016,0.93909,0.96216,0.96873,0.84324,0.55355,0.35975,0.83745,0.00123094,0.00123094,0.00123094
9,72.561,0.57053,0.37336,0.86522,0.94531,0.96114,0.9759,0.84194,0.55003,0.35178,0.83678,0.00120265,0.00120265,0.00120265
10,80.476,0.56206,0.3596,0.84756,0.94039,0.96699,0.97297,0.85048,0.54903,0.3546,0.84291,0.00117435,0.00117435,0.00117435
11,88.8767,0.56892,0.36114,0.85594,0.94231,0.96893,0.96982,0.8397,0.56616,0.35042,0.84295,0.00114606,0.00114606,0.00114606
12,96.8439,0.57781,0.36517,0.85603,0.94642,0.96211,0.97815,0.85336,0.5607,0.34867,0.84746,0.00111776,0.00111776,0.00111776
13,104.93,0.56644,0.35684,0.86015,0.93605,0.96489,0.97391,0.84803,0.55887,0.35032,0.84222,0.00108947,0.00108947,0.00108947
14,112.925,0.55815,0.36549,0.85832,0.95425,0.96124,0.9752,0.85737,0.53825,0.34491,0.84279,0.00106118,0.00106118,0.00106118
15,121.067,0.5695,0.36037,0.86515,0.94866,0.95535,0.97489,0.85297,0.55073,0.34393,0.84404,0.00103288,0.00103288,0.00103288
16,129.099,0.5483,0.35432,0.85489,0.94023,0.95943,0.97089,0.84382,0.54355,0.34085,0.83942,0.00100459,0.00100459,0.00100459
17,137.095,0.54019,0.33849,0.8538,0.93883,0.98529,0.97428,0.84368,0.55749,0.33829,0.84071,0.000976293,0.000976293,0.000976293
18,144.912,0.54382,0.33807,0.85478,0.94961,0.96549,0.97613,0.85743,0.547,0.33289,0.8363,0.000947999,0.000947999,0.000947999
19,153.33,0.55608,0.33737,0.85471,0.93563,0.98065,0.97697,0.86017,0.53013,0.33382,0.83349,0.000919704,0.000919704,0.000919704
20,161.547,0.54057,0.33702,0.85375,0.92672,0.97403,0.97699,0.8601,0.52855,0.33961,0.83325,0.00089141,0.00089141,0.00089141
21,170.73,0.5405,0.33853,0.84993,0.94689,0.95399,0.97155,0.8588,0.53221,0.3361,0.83646,0.000863116,0.000863116,0.000863116
22,179.758,0.53737,0.33525,0.85906,0.93331,0.98333,0.97608,0.85135,0.53172,0.32455,0.8364,0.000834822,0.000834822,0.000834822
23,189.506,0.52772,0.32469,0.84919,0.95823,0.95628,0.97951,0.86241,0.52535,0.31705,0.83831,0.000806528,0.000806528,0.000806528
24,198.981,0.54091,0.33146,0.85794,0.94463,0.97049,0.98107,0.86585,0.52189,0.30919,0.83336,0.000778233,0.000778233,0.000778233
25,208.353,0.53676,0.33258,0.85324,0.94831,0.96679,0.97904,0.85941,0.53243,0.33421,0.83239,0.000749939,0.000749939,0.000749939
26,217.78,0.52729,0.32618,0.8515,0.93391,0.98403,0.97531,0.86388,0.51382,0.31769,0.83054,0.000721645,0.000721645,0.000721645
27,227.359,0.52646,0.32741,0.85926,0.95006,0.96587,0.97245,0.8669,0.51603,0.31783,0.83262,0.000693351,0.000693351,0.000693351
28,237.2,0.51514,0.31896,0.84601,0.95565,0.95982,0.97572,0.86452,0.52079,0.30883,0.83464,0.000665057,0.000665057,0.000665057
29,247.157,0.50914,0.3146,0.84978,0.95629,0.96647,0.97453,0.85949,0.52297,0.31336,0.83259,0.000636762,0.000636762,0.000636762
30,256.423,0.5065,0.31405,0.84095,0.94397,0.97102,0.97577,0.87031,0.51157,0.31546,0.83212,0.000608468,0.000608468,0.000608468
31,266.032,0.51737,0.31643,0.84902,0.94412,0.97456,0.97785,0.87557,0.48925,0.31284,0.82807,0.000580174,0.000580174,0.000580174
32,275.567,0.50119,0.31064,0.84626,0.95529,0.97355,0.97765,0.86967,0.50831,0.30975,0.83108,0.00055188,0.00055188,0.00055188
33,284.84,0.49736,0.30781,0.84861,0.95603,0.97229,0.97641,0.87596,0.49491,0.30247,0.8282,0.000523586,0.000523586,0.000523586
34,294.779,0.49117,0.3095,0.84484,0.96101,0.9588,0.97846,0.87909,0.49034,0.299,0.82824,0.000495291,0.000495291,0.000495291
35,304.468,0.49387,0.29886,0.84485,0.94724,0.96831,0.97205,0.87277,0.49086,0.30693,0.83014,0.000466997,0.000466997,0.000466997
36,313.97,0.47377,0.29728,0.84645,0.95208,0.96699,0.97927,0.87924,0.48929,0.30257,0.82746,0.000438703,0.000438703,0.000438703
37,323.43,0.48905,0.29439,0.8392,0.95817,0.96027,0.97836,0.87875,0.48146,0.29986,0.82497,0.000410409,0.000410409,0.000410409
38,333.16,0.49502,0.30061,0.84637,0.95256,0.96949,0.97805,0.87726,0.47997,0.29575,0.82559,0.000382115,0.000382115,0.000382115
39,342.604,0.48058,0.29185,0.84079,0.95683,0.97016,0.97982,0.87977,0.48289,0.29424,0.8245,0.00035382,0.00035382,0.00035382
40,352.042,0.47959,0.28723,0.83593,0.95006,0.9796,0.98,0.88032,0.48821,0.28903,0.82395,0.000325526,0.000325526,0.000325526
41,375.733,0.47662,0.28128,0.81155,0.95435,0.96973,0.98087,0.8758,0.49028,0.28968,0.82702,0.000297232,0.000297232,0.000297232
42,384.583,0.46478,0.26962,0.80654,0.94769,0.97733,0.98074,0.87928,0.49461,0.29061,0.82792,0.000268938,0.000268938,0.000268938
