epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.1191,0.95881,0.75857,0.9918,0.52639,0.16318,0.21808,0.11979,2.33336,3.79454,1.96507,0.000462724,0.000462724,0.000462724
2,19.7947,0.71607,0.45281,0.89738,0.87323,0.86059,0.92071,0.70457,0.81156,0.54625,0.93458,0.000920464,0.000920464,0.000920464
3,29.1695,0.6867,0.42787,0.89398,0.92522,0.93969,0.95958,0.79054,0.65988,0.4047,0.86861,0.00135934,0.00135934,0.00135934
4,38.4229,0.66512,0.41339,0.87722,0.92843,0.93366,0.95961,0.7917,0.64996,0.40254,0.86573,0.00134412,0.00134412,0.00134412
5,47.8568,0.66794,0.41349,0.88298,0.91727,0.9359,0.96603,0.81227,0.62594,0.39537,0.8603,0.00131582,0.00131582,0.00131582
6,57.1303,0.67368,0.41964,0.88177,0.92847,0.97848,0.97602,0.80421,0.67621,0.37842,0.87111,0.00128753,0.00128753,0.00128753
7,66.3449,0.64572,0.40445,0.87319,0.93453,0.96838,0.97164,0.81116,0.63159,0.3769,0.85671,0.00125923,0.00125923,0.00125923
8,75.4877,0.62744,0.38308,0.86643,0.93084,0.95011,0.96913,0.82781,0.58156,0.3631,0.84509,0.00123094,0.00123094,0.00123094
9,84.9033,0.62328,0.39174,0.87993,0.92469,0.96616,0.97698,0.82972,0.60572,0.35267,0.84547,0.00120265,0.00120265,0.00120265
10,94.1942,0.60327,0.37414,0.85833,0.92705,0.96266,0.96876,0.82778,0.61689,0.36649,0.86049,0.00117435,0.00117435,0.00117435
11,103.412,0.59316,0.3735,0.86238,0.94216,0.97028,0.96927,0.82535,0.62472,0.36044,0.85898,0.00114606,0.00114606,0.00114606
12,112.358,0.61676,0.37185,0.86749,0.94073,0.97357,0.97786,0.84682,0.59362,0.34895,0.84988,0.00111776,0.00111776,0.00111776
13,121.681,0.61767,0.37546,0.87167,0.93368,0.96532,0.96786,0.82939,0.62459,0.37113,0.8574,0.00108947,0.00108947,0.00108947
14,130.778,0.614,0.37583,0.86977,0.91956,0.97861,0.97717,0.84107,0.58622,0.35657,0.85276,0.00106118,0.00106118,0.00106118
15,139.895,0.59486,0.36093,0.86578,0.92528,0.97706,0.97375,0.83578,0.5837,0.34835,0.84601,0.00103288,0.00103288,0.00103288
16,149.004,0.59173,0.35753,0.86069,0.94702,0.96281,0.97404,0.84263,0.57933,0.34074,0.8464,0.00100459,0.00100459,0.00100459
17,158.13,0.58645,0.35911,0.86151,0.92738,0.98282,0.97657,0.83973,0.57639,0.34928,0.84865,0.000976293,0.000976293,0.000976293
18,167.216,0.56692,0.34382,0.85728,0.94326,0.96848,0.975,0.84442,0.57733,0.34409,0.84722,0.000947999,0.000947999,0.000947999
19,176.436,0.57967,0.34889,0.85955,0.9412,0.97661,0.97297,0.84247,0.57246,0.34136,0.84259,0.000919704,0.000919704,0.000919704
20,185.592,0.56751,0.35109,0.85691,0.94573,0.97435,0.97746,0.84438,0.56238,0.33736,0.84187,0.00089141,0.00089141,0.00089141
21,194.88,0.577,0.3453,0.8583,0.94333,0.97393,0.9704,0.84204,0.57695,0.33306,0.85218,0.000863116,0.000863116,0.000863116
22,204.064,0.56405,0.33995,0.86293,0.94494,0.96739,0.97318,0.83735,0.57645,0.33658,0.84862,0.000834822,0.000834822,0.000834822
