epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.2147,2.91452,4.02848,2.29756,0,0,0,0,4.13918,5.24149,2.77374,0.000462724,0.000462724,0.000462724
2,19.5849,1.57762,1.69916,1.25687,0.10551,0.37346,0.2125,0.11749,1.9058,4.24217,1.72748,0.00090187,0.00090187,0.00090187
3,28.7388,1.23335,1.12632,1.0813,0.85436,0.7439,0.85737,0.60598,1.11904,0.92184,1.0212,0.00130329,0.00130329,0.00130329
4,38.0118,1.0698,0.9272,1.00204,0.82308,0.84732,0.89488,0.66771,0.9573,0.73306,0.96701,0.00125923,0.00125923,0.00125923
5,47.2001,1.00467,0.8714,0.98439,0.76457,0.81979,0.87246,0.63356,0.97757,0.91603,0.97048,0.00120265,0.00120265,0.00120265
6,55.9744,0.94078,0.77336,0.95813,0.88685,0.89095,0.93489,0.74249,0.82745,0.61982,0.91553,0.00114606,0.00114606,0.00114606
7,65.024,0.8935,0.7025,0.94479,0.89324,0.92307,0.94235,0.72952,0.82499,0.60354,0.91138,0.00108947,0.00108947,0.00108947
8,74.0176,0.87175,0.65843,0.9285,0.93387,0.92789,0.94021,0.76126,0.75309,0.52876,0.89097,0.00103288,0.00103288,0.00103288
9,83.1605,0.82858,0.65515,0.93219,0.91513,0.94304,0.94487,0.76266,0.75544,0.51408,0.88821,0.000976293,0.000976293,0.000976293
10,92.3082,0.80878,0.61432,0.90709,0.91913,0.93041,0.94623,0.76612,0.74614,0.52289,0.89155,0.000919704,0.000919704,0.000919704
11,101.634,0.78819,0.58533,0.90846,0.91146,0.94461,0.94662,0.76759,0.72172,0.50939,0.87989,0.000863116,0.000863116,0.000863116
12,110.768,0.77759,0.57977,0.90291,0.94951,0.95123,0.95707,0.77549,0.7227,0.47667,0.88213,0.000806528,0.000806528,0.000806528
13,119.953,0.7515,0.55779,0.90682,0.93252,0.93041,0.95244,0.79095,0.6826,0.48467,0.86942,0.000749939,0.000749939,0.000749939
14,129.165,0.75255,0.55648,0.90488,0.93102,0.93964,0.94894,0.7985,0.67443,0.46199,0.86749,0.000693351,0.000693351,0.000693351
15,138.214,0.74866,0.53113,0.90339,0.93465,0.93753,0.94752,0.79051,0.66202,0.44067,0.86519,0.000636762,0.000636762,0.000636762
16,160.737,0.71407,0.5156,0.87423,0.91402,0.92265,0.96018,0.78912,0.66779,0.49619,0.86644,0.000580174,0.000580174,0.000580174
17,169.56,0.66835,0.47901,0.85125,0.85615,0.91914,0.95582,0.79505,0.65416,0.5477,0.85993,0.000523586,0.000523586,0.000523586
18,178.421,0.65649,0.47335,0.85648,0.91242,0.96939,0.96132,0.81221,0.63836,0.43566,0.85853,0.000466997,0.000466997,0.000466997
19,187.337,0.6618,0.45882,0.86051,0.93383,0.96142,0.96356,0.80474,0.66057,0.40698,0.86035,0.000410409,0.000410409,0.000410409
20,196.387,0.64685,0.44174,0.84776,0.93157,0.94957,0.96728,0.8188,0.61769,0.40754,0.85534,0.00035382,0.00035382,0.00035382
21,205.334,0.62949,0.426,0.85521,0.93699,0.95591,0.96287,0.8175,0.6171,0.40529,0.85427,0.000297232,0.000297232,0.000297232
22,214.169,0.62084,0.41175,0.84626,0.93239,0.95056,0.96116,0.81687,0.62731,0.40118,0.85437,0.000240644,0.000240644,0.000240644
23,223.144,0.5971,0.406,0.8455,0.93321,0.95404,0.96383,0.82311,0.61505,0.3838,0.8491,0.000184055,0.000184055,0.000184055
24,232.127,0.59683,0.39322,0.84557,0.92857,0.95887,0.96289,0.82801,0.59985,0.38499,0.8497,0.000127467,0.000127467,0.000127467
25,241.063,0.5952,0.387,0.83971,0.94212,0.9506,0.96512,0.82829,0.59239,0.37301,0.84812,7.08784e-05,7.08784e-05,7.08784e-05
