epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.6144,0.78818,0.56611,0.90759,0.87307,0.81582,0.88886,0.70876,0.82233,0.7062,0.92855,0.000462724,0.000462724,0.000462724
2,32.0066,0.67994,0.44344,0.87429,0.92866,0.94561,0.9553,0.76722,0.73238,0.44179,0.89724,0.00084609,0.00084609,0.00084609
3,41.0872,0.67449,0.42936,0.85702,0.91904,0.93929,0.95473,0.78978,0.67042,0.4414,0.87855,0.00113514,0.00113514,0.00113514
4,50.1071,0.64884,0.41451,0.86195,0.9261,0.94686,0.95501,0.79498,0.66941,0.43797,0.87778,0.00100459,0.00100459,0.00100459
5,59.195,0.66853,0.41445,0.85376,0.93482,0.94228,0.96325,0.79541,0.69209,0.428,0.88724,0.000863116,0.000863116,0.000863116
6,68.2956,0.64471,0.40108,0.84855,0.93577,0.94905,0.9598,0.81193,0.63271,0.39325,0.86587,0.000721645,0.000721645,0.000721645
7,77.3698,0.63284,0.38996,0.86264,0.94407,0.94775,0.96091,0.8059,0.638,0.39337,0.86591,0.000580174,0.000580174,0.000580174
8,86.2629,0.60534,0.38245,0.84733,0.92696,0.95397,0.96428,0.81991,0.62214,0.37507,0.86578,0.000438703,0.000438703,0.000438703
9,95.3898,0.59759,0.36272,0.84127,0.92635,0.96436,0.9677,0.83085,0.59501,0.37456,0.85665,0.000297232,0.000297232,0.000297232
10,104.475,0.59723,0.35733,0.84767,0.93741,0.95373,0.96938,0.83529,0.58166,0.35732,0.85589,0.000155761,0.000155761,0.000155761
